id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
356130,IN-0336,heliport,Tata Steel Bamnipal Heliport,2.112.438,8.592.252,289,AS,India,IN,Odisha,IN-OR,OR,Bamnipal,0,,,,,,,0,2022-08-11T09:53:06+00:00
356131,IN-0337,heliport,Bamnipal Heliport,2.112.157,8.592.059,316,AS,India,IN,Odisha,IN-OR,OR,Bamnipal,0,,,,,,,0,2022-08-11T09:53:39+00:00
341891,IN-0250,heliport,Central University of Rajasthan Heliport,26.628.069,75.028.541,,AS,India,IN,Rajasthan,IN-RJ,RJ,Bandar Seendri,0,,,,,,,0,2021-03-09T11:11:14+00:00
340163,IN-0160,heliport,Bangaram Heliport,1.094.592,7.228.765,,AS,India,IN,Lakshadweep,IN-LD,LD,Bangaram,0,,,,,,,0,2021-01-25T21:06:43+00:00
341749,IN-0190,heliport,Manjunath Huded Helipad,1.536.992,76.504.243,,AS,India,IN,Karnataka,IN-KA,KA,Basavana Durga,0,,,,,,,0,2021-03-08T10:40:42+00:00
341762,IN-0203,heliport,Chikodi Helipad,16.427.864,74.555.727,,AS,India,IN,Karnataka,IN-KA,KA,Belgaum,0,,,,,,,0,2021-03-08T11:01:41+00:00
341759,IN-0200,heliport,Infosys Heliport,12.849.384,77.661.706,,AS,India,IN,Karnataka,IN-KA,KA,Bengaluru,0,,,,,,,0,2021-03-08T10:58:55+00:00
341761,IN-0202,heliport,Oterra Hotel Helipad,12.850.085,77.660.633,,AS,India,IN,Karnataka,IN-KA,KA,Bengaluru,0,,,,,,,0,2021-03-08T11:01:06+00:00
340010,IN-0111,heliport,Rangeilunda Heliport,19.293.808,84.876.959,,AS,India,IN,Odisha,IN-OR,OR,Berhampur (Brahmapur),0,,,,,,,0,2021-01-21T17:44:01+00:00
341711,IN-0183,heliport,Bhainsdehi Helipad,21.645.885,77.623.711,,AS,India,IN,Madhya Pradesh,IN-MP,MP,Bhainsdehi,0,,,,,,,0,2021-03-05T16:05:12+00:00
356134,IN-0340,closed,Bhograi Heliport,2.168.382,8.741.512,29,AS,India,IN,Odisha,IN-OR,OR,Bhograi,0,,,,,,,0,2022-08-11T10:18:05+00:00
341913,IN-0257,heliport,Bhokardan Heliport,20.234.464,75.768.429,,AS,India,IN,Maharashtra,IN-MM,MM,Bhokardan,0,,,,,,,0,2021-03-09T12:22:40+00:00
306915,IN-0083,heliport,Bilaspur Helipad,31.345.138.888.900.000,7.675.675,1685,AS,India,IN,Himachal Pradesh,IN-HP,HP,Bilaspur,0,,,,,,,0,2012-08-26T04:48:45+00:00
517082,IN-0371,heliport,Birpur Airstrip,26.509.893,87.016.609,273,AS,India,IN,Bihar,IN-BR,BR,Birpur,0,,,,,,,0,2023-12-14T12:16:00+00:00
340160,IN-0157,heliport,Bitra Heliport,1.160.039,7.218.541,,AS,India,IN,Lakshadweep,IN-LD,LD,Bitra,0,,,,,,,0,2021-01-25T21:03:59+00:00
429836,IN-0350,heliport,Boleng Heliport,2.831.533,9.495.583,,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Boleng,0,,,,,,,0,2022-09-15T11:11:13+00:00
340012,IN-0113,heliport,Buragam Heliport,1.873.454,8.407.501,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Buragam,0,,,,,,,0,2021-01-21T17:46:07+00:00
340174,IN-0170,heliport,Sequirem Heliport,1.549.526,7.377.516,,AS,India,IN,Goa,IN-GA,GA,Candolim,0,,,,,,,0,2021-01-25T21:21:37+00:00
341985,IN-0274,heliport,Ottakathatla Helipad,9.6367,771.545,3996,AS,India,IN,Kerala,IN-KL,KL,Chakkuppallam,0,,,,,,,0,2021-03-09T23:59:40+00:00
46574,IN-0051,heliport,Aviation Research Centre RAW Headquarters Helipad,30.706.042,77.861.524,7234,AS,India,IN,Uttar Pradesh,IN-UP,UP,Chakrata,0,,,,,,,0,2022-08-10T14:30:56+00:00
341846,IN-0244,heliport,Champhai Heliport,23.469.998,9.334.356,,AS,India,IN,Mizoram,IN-MZ,MZ,Champhai,0,,,,,,,0,2021-03-09T09:34:42+00:00
356114,IN-0329,heliport,Chango Heliport,3.196.923,7.859.328,10630,AS,India,IN,Himachal Pradesh,IN-HP,HP,Chango,0,,,,,,,0,2022-08-10T14:45:54+00:00
340137,IN-0136,heliport,Air 16 Heliport,134.375,7.997.665,,AS,India,IN,Tamil Nadu,IN-TN,TN,Chedilpakkam,0,,,,,,,0,2021-01-25T19:34:17+00:00
341970,IN-0260,heliport,Chennai Military Hospital Helipad,130.196,801.976,52,AS,India,IN,Tamil Nadu,IN-TN,TN,Chennai,0,,,,,,,0,2021-03-09T23:03:56+00:00
549731,IN-0375,heliport,INS Adyar Heliport,13.073.189,80.290.046,32,AS,India,IN,Tamil Nadu,IN-TN,TN,Chennai,0,,,,,,,0,2024-09-30T15:54:19+00:00
340159,IN-0156,heliport,Chetlat Heliport,1.168.159,7.270.606,,AS,India,IN,Lakshadweep,IN-LD,LD,Chetlat,0,,,,,,,0,2021-01-25T21:03:22+00:00
341712,IN-0184,heliport,Mozari Point Helipad,21.391.405,77.321.496,,AS,India,IN,Maharashtra,IN-MM,MM,Chikhaldara,0,,,,,,,0,2021-03-05T16:14:15+00:00
356025,IN-0318,heliport,Chumathang Heliport,3.336.284,7.831.326,13402,AS,India,IN,Ladakh,IN-LA,LA,Chumathang,0,,,,,,,0,2022-09-19T14:19:00+00:00
340142,IN-0141,heliport,Anna Stadium Heliport,1.175.417,7.976.703,,AS,India,IN,Tamil Nadu,IN-TN,TN,Cuddalore,0,,,,,,,0,2021-01-25T19:52:51+00:00
340133,IN-0132,closed,Nellore Airport,1.469.388,7.994.277,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Dagadarthi,0,,,,,https://en.wikipedia.org/wiki/Nellore_Airport,,0,2021-01-25T19:22:29+00:00
341843,IN-0241,heliport,Darlawn Chhimveng Heliport,24.010.327,92.148.375,,AS,India,IN,Mizoram,IN-MZ,MZ,Darlawn,0,,,,,,,0,2021-03-09T09:16:18+00:00
341753,IN-0194,heliport,Davanagere Heliport,14.444.823,75.923.356,,AS,India,IN,Karnataka,IN-KA,KA,Davanagere,0,,,,,,,0,2021-03-08T10:52:35+00:00
429839,IN-0353,heliport,Deomali Heliport,27.195.513,95.467.098,,AS,India,IN,Assam,IN-AS,AS,Deomali,0,,,,,,,0,2022-09-15T11:17:49+00:00
341802,IN-0216,heliport,Dholka Heliport,2.272.097,72.459.568,,AS,India,IN,Gujarat,IN-GJ,GJ,Dholka,0,,,,,,,0,2021-03-08T16:25:59+00:00
46610,IN-0058,closed,Dhubulia Airstrip,234.929.846.863,884.540.176.392,,AS,India,IN,West Bengal,IN-WB,WB,Dhubulia,0,,,,,,Dhubalia,0,2010-12-28T14:04:30+00:00
340006,IN-0108,heliport,Digha Heliport,2.162.606,87.501.056,16,AS,India,IN,West Bengal,IN-WB,WB,Digha,0,,,,,,,0,2022-08-11T10:19:07+00:00
347130,IN-0284,heliport,Aerial Bay Heliport,1.327.495,9.302.323,25,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Diglipur,0,,,,,,,0,2021-08-20T16:24:16+00:00
347136,IN-0285,heliport,Diglipur Heliport,1.325.542,9.300.137,16,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Diglipur,0,,,,,,Diglipur Helicopter Terminal,0,2021-08-20T16:26:05+00:00
46611,IN-0059,closed,Digri Airstrip,227.854.403.333,8.736.225.128.170.000,,AS,India,IN,West Bengal,IN-WB,WB,Digri,0,,,,,,,0,2010-12-28T14:05:23+00:00
340173,IN-0169,heliport,Raj Bhavan Heliport,1.545.962,7.379.463,,AS,India,IN,Goa,IN-GA,GA,Dona Paula,0,,,,,,,0,2021-01-25T21:20:51+00:00
341751,IN-0192,heliport,Kia Factory Heliport,14.163.568,77.616.621,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Duddebanda,0,,,,,,,0,2021-03-08T10:44:09+00:00
341754,IN-0195,heliport,Kia Factory Helipad,14.160.405,77.625.947,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Duddebanda,0,,,,,,,0,2021-03-08T10:54:38+00:00
429838,IN-0352,heliport,Duliajan Oil Heliport,2.736.617,95.322.951,,AS,India,IN,Assam,IN-AS,AS,Duliajan,0,,,,,,,0,2022-09-15T11:17:07+00:00
340178,IN-0174,heliport,Dwarkadhish Heliport,2.225.044,6.895.358,,AS,India,IN,Gujarat,IN-GJ,GJ,Dwarka,0,,,,,,,0,2021-01-25T21:29:42+00:00
340179,IN-0175,heliport,Dwarkashish Heliport,2.225.463,6.896.182,,AS,India,IN,Gujarat,IN-GJ,GJ,Dwarka,0,,,,,,,0,2021-01-25T21:30:15+00:00
340175,IN-0171,heliport,Ella Heliport,155.114,7.392.381,,AS,India,IN,Goa,IN-GA,GA,Ella,0,,,,,,,0,2021-01-25T21:22:12+00:00
341977,IN-0266,heliport,Lakeshore Hospital Helipad,9.9188,76.319,,AS,India,IN,Kerala,IN-KL,KL,Ernakulam,0,,,,,,,0,2021-03-09T23:37:21+00:00
341979,IN-0268,heliport,Amrita Heliport,10.0366,762.996,20,AS,India,IN,Kerala,IN-KL,KL,Ernakulam,0,,,,,,,0,2021-03-09T23:44:35+00:00
341980,IN-0269,heliport,Bolgatty / Lulu Grand Hyatt Heliport,9.9899,76.264,1,AS,India,IN,Kerala,IN-KL,KL,Ernakulam,0,,,,,,,0,2021-03-09T23:48:40+00:00
340156,IN-0153,heliport,Indian Naval Academy Heliport,12.0376,7.519.671,,AS,India,IN,Kerala,IN-KL,KL,Ezhimala,0,,,,,,,0,2021-01-25T20:57:06+00:00
517157,IN-0372,heliport,Fazilka Heliport,30.394.823,74.054.244,586,AS,India,IN,Punjab,IN-PB,PB,Fazilka,0,,,,,,,0,2023-12-15T17:25:18+00:00
301043,IN-0071,heliport,Gadag Government Estate Heliport,15.419.947,75.611.361,,AS,India,IN,Karnataka,IN-KA,KA,Gadag,0,,,,,,,0,2021-03-08T11:06:05+00:00
356128,IN-0334,heliport,Jindal Heliport,2.096.598,8.604.235,207,AS,India,IN,Odisha,IN-OR,OR,Gadapur,0,,,,,,,0,2022-08-11T09:51:06+00:00
356129,IN-0335,heliport,Tata Steel Gadapur Heliport,2.096.803,8.603.998,201,AS,India,IN,Odisha,IN-OR,OR,Gadapur,0,,,,,,,0,2022-08-11T09:52:23+00:00
340123,IN-0122,heliport,Dhirubhai Ambani Heliport,1.674.354,8.229.191,,AS,India,IN,Pondicherry,IN-PY,PY,Gadimoga,0,,,,,,,0,2021-01-25T19:07:08+00:00
341800,IN-0214,heliport,Koba Heliport,23.146.389,72.635.223,,AS,India,IN,Gujarat,IN-GJ,GJ,Gandhinagar,0,,,,,,,0,2021-03-08T16:28:19+00:00
341803,IN-0217,heliport,Gujarat State Assembly Heliport,23.217.949,7.265.901,,AS,India,IN,Gujarat,IN-GJ,GJ,Gandhinagar,0,,,,,,Vidhan Sabha,0,2021-03-08T16:27:51+00:00
46566,IN-0043,heliport,STC BSF Indian Army Helipad,243.267,9.367.546.666.670.000,,AS,India,IN,Manipur,IN-MN,MN,Gangpimual,0,,,,,,,0,2010-12-29T19:12:44+00:00
429833,IN-0347,heliport,Gelling Heliport,2.913.306,9.497.873,,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Gelling,0,,,,,,,0,2022-09-15T11:03:05+00:00
341886,IN-0245,heliport,Ghooghra Heliport Ajmer,26.509.349,74.704.718,,AS,India,IN,Rajasthan,IN-RJ,RJ,Ghooghra,0,,,,,,,0,2021-03-09T11:07:31+00:00
341801,IN-0215,heliport,TELAV Helipad,22.985.982,7.242.063,,AS,India,IN,Gujarat,IN-GJ,GJ,Gibpura,0,,,,,,,0,2021-03-08T16:25:18+00:00
341900,IN-0253,heliport,MMMUT Heliport,26.731.111,83.435.293,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Gorakhpur,0,,,,,,,0,2021-03-09T11:53:17+00:00
341902,IN-0255,heliport,Fertilizer Colony Helipad,2.682.455,83.376.899,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Gorakhpur,0,,,,,,,0,2021-03-09T11:54:36+00:00
347139,IN-0288,heliport,Havelock Heliport,1.203.744,9.298.318,13,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Govind Nagar,0,,,,,,,0,2021-08-20T16:29:14+00:00
341778,IN-0211,heliport,Jaypee Greens Helipad,2.846.595,77.523.169,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Greater Noida,0,,,,,,,0,2021-03-08T13:45:43+00:00
341750,IN-0191,heliport,Gulbarga Heliport,17.326.028,76.843.368,,AS,India,IN,Karnataka,IN-KA,KA,Gulbarga,0,,,,,,,0,2021-03-08T10:43:32+00:00
340129,IN-0128,heliport,Guntur Police Parade Ground Heliport,1.629.632,804.325,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Guntur,0,,,,,,,0,2021-01-25T19:15:23+00:00
341763,IN-0204,heliport,Hadagali Helipad,15.025.368,75.973.912,,AS,India,IN,Karnataka,IN-KA,KA,Hadagali,0,,,,,,,0,2021-03-08T11:11:44+00:00
341809,IN-0223,heliport,Sardar Patel Heliport,23.010.427,71.229.845,,AS,India,IN,Gujarat,IN-GJ,GJ,Halvad,0,,,,,,,0,2021-03-08T16:38:00+00:00
341775,IN-0208,heliport,Agra Heliport,2.715.727,78.117.582,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Hingot Kheria,0,,,,,,,0,2021-03-08T13:38:21+00:00
341756,IN-0197,heliport,Defence Research and Development Organization Helipad,17.335.419,78.498.922,,AS,India,IN,Telangana,IN-TG,TG,Hyderabad,0,,,,,,,0,2021-03-08T10:56:15+00:00
429739,IN-0344,closed,Naini Airfield,2.532.424,8.184.179,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Iradatjanj,0,,,,,,Iradatganj,0,2022-09-09T15:57:57+00:00
301058,IN-0075,heliport,Itanagar (Naharlagun) Heliport,27.111.675,93.696.106,,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Itanagar,0,,,,,,,0,2022-09-15T17:50:23+00:00
301059,IN-0076,heliport,Itanagar (Naharlagun) Heliport,27.111.675,93.696.106,466,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Itanagar,0,,,,,,,0,2022-09-15T17:11:55+00:00
340556,IN-0178,heliport,Jaigaon Heliport,26.822.651,89.391.989,,AS,India,IN,West Bengal,IN-WB,WB,Jaigaon,0,,,,,,,0,2021-02-03T10:51:31+00:00
46567,IN-0044,heliport,PAP Complex Heliport,312.920.833.333,756.072,766,AS,India,IN,Punjab,IN-PB,PB,Jalandhar,0,,,,,,,0,2010-12-29T19:09:41+00:00
508627,IN-0366,heliport,Jain Irrigations Helipad,20.945.389,75.551.255,840,AS,India,IN,Maharashtra,IN-MM,MM,Jalgoan,0,,,,,,,0,2023-05-16T18:44:34+00:00
341746,IN-0188,heliport,Dimna Lake Helipad,22.861.472,86.241.374,,AS,India,IN,Jharkhand,IN-JH,JH,Jamshedpur,0,,,,,,,0,2021-03-08T10:25:43+00:00
429835,IN-0349,heliport,Jengging Heliport,2.853.862,9.506.795,,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Jengging,0,,,,,,,0,2022-09-15T11:07:47+00:00
340161,IN-0158,heliport,Kadmat Heliport,1.118.231,7.276.175,,AS,India,IN,Lakshadweep,IN-LD,LD,Kadmat,0,,,,,,,0,2021-01-25T21:04:59+00:00
340121,IN-0120,heliport,Kakinada Beach Navy Heliport,1.702.268,8.229.039,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Kakinada,0,,,,,,,0,2021-01-25T19:03:45+00:00
340122,IN-0121,heliport,Jawaharlal Nehru Technological University Heliport,1.698.158,8.223.949,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Kakinada,0,,,,,,,0,2021-01-25T19:04:50+00:00
341767,IN-0205,heliport,Kakraban Heliport,23.477.405,91.413.509,,AS,India,IN,Tripura,IN-TR,TR,Kakraban,0,,,,,,,0,2021-03-08T12:44:35+00:00
341804,IN-0218,heliport,Kalol Heliport,23.222.579,72.498.995,,AS,India,IN,Gujarat,IN-GJ,GJ,Kalol,0,,,,,,,0,2021-03-08T16:30:27+00:00
356110,IN-0326,heliport,Kalpa Heliport,315.392,782.723,7615,AS,India,IN,Himachal Pradesh,IN-HP,HP,Kalpa,0,,,,,,,0,2022-08-10T14:39:36+00:00
340157,IN-0154,heliport,Kalpeni Heliport,10.089.713,73.648.893,,AS,India,IN,Lakshadweep,IN-LD,LD,Kalpeni,0,,,,,,,0,2021-01-25T21:01:56+00:00
46608,IN-0056,closed,Kalyan Airstrip,1.917.922,73.139.184,,AS,India,IN,Maharashtra,IN-MM,MM,Kalyan,0,,,,,https://en.wikipedia.org/wiki/Kalyan_International_Airport,,0,2021-03-08T16:35:51+00:00
42722,IN-0006,closed,Chettinad Airstrip,10.164.996,7.879.377,,AS,India,IN,Tamil Nadu,IN-TN,TN,Kanadukathan,0,,,,,,,0,2022-09-09T12:56:27+00:00
46607,IN-0055,closed,Kanchrapara Airfield,22.922.932.987.499.900,884.599.292.278,,AS,India,IN,West Bengal,IN-WB,WB,Kanchrapara,0,,,,,https://en.wikipedia.org/wiki/Kanchrapara_Airfield,Calcutta,0,2010-12-28T14:00:08+00:00
46568,IN-0045,heliport,Catholic Medical Centre Helipad,248.062,9.394.275,,AS,India,IN,Manipur,IN-MN,MN,Kangla,0,,,,,,,0,2010-12-29T19:08:53+00:00
340151,IN-0149,heliport,Kanyakumari Heliport,807.972,7.754.877,,AS,India,IN,Tamil Nadu,IN-TN,TN,Kanyakumari,0,,,,,,,0,2021-01-25T20:15:08+00:00
340144,IN-0143,heliport,MARG Heliport,1.083.343,7.984.245,,AS,India,IN,Pondicherry,IN-PY,PY,Karaikal,0,,,,,,,0,2021-01-25T19:55:05+00:00
350878,IN-0303,heliport,Kargil Heliport,345.577,7.613.505,9154,AS,India,IN,Ladakh,IN-LA,LA,Kargil,0,,,,,,,0,2022-09-19T14:21:48+00:00
341760,IN-0201,heliport,Karimnagar Heliport,18.429.549,79.125.341,,AS,India,IN,Telangana,IN-TG,TG,Karimnagar,0,,,,,,,0,2021-03-08T10:59:42+00:00
356026,IN-0319,heliport,Karu Heliport,3.391.257,7.774.465,10961,AS,India,IN,Ladakh,IN-LA,LA,Karu,0,,,,,,,0,2022-09-19T14:20:38+00:00
341806,IN-0220,heliport,Kawade Heliport,20.114.043,7.288.384,,AS,India,IN,Maharashtra,IN-MM,MM,Kawade,0,,,,,,,0,2021-03-08T16:32:35+00:00
341840,IN-0238,heliport,Kawnpui Helipad,24.046.672,92.671.347,,AS,India,IN,Mizoram,IN-MZ,MZ,Kawnpui,0,,,,,,,0,2021-03-09T09:14:21+00:00
341839,IN-0237,heliport,Kawrtethawveng Heliport,23.873.867,92.372.788,,AS,India,IN,Mizoram,IN-MZ,MZ,Kawrtethawveng,0,,,,,,,0,2021-03-09T09:13:35+00:00
526897,HU-0072,heliport,Helipad,29.946.754,79.903.173,,AS,India,IN,Uttarakhand,IN-UT,UT,Kedareshwar,0,,,,,,,0,2024-04-25T23:08:21+00:00
340140,IN-0139,heliport,Chettinad Health City Helipad,1.279.598,8.022.006,,AS,India,IN,Tamil Nadu,IN-TN,TN,Kelambakkam,0,,,,,,,0,2021-01-25T19:49:55+00:00
350879,IN-0304,heliport,Nimmoo Basgo Hydroelectric Plant Heliport,34.211.296,77.185.811,10289,AS,India,IN,Ladakh,IN-LA,LA,Khaltsi,0,,,,,,,0,2022-09-19T14:21:34+00:00
350881,IN-0306,heliport,Khaltsi Heliport,3.431.879,7.690.241,9829,AS,India,IN,Ladakh,IN-LA,LA,Khaltsi,0,,,,,,,0,2022-09-19T14:22:49+00:00
356116,IN-0331,heliport,Khuldo Heliport,3.277.295,7.898.563,13980,AS,India,IN,Ladakh,IN-LA,LA,Khuldo,0,,,,,,,0,2022-09-19T14:17:08+00:00
356024,IN-0317,heliport,Kiari Heliport,3.347.621,7.812.866,12641,AS,India,IN,Ladakh,IN-LA,LA,Kiari,0,,,,,,,0,2022-09-19T14:19:12+00:00
340158,IN-0155,heliport,Kiltan Heliport,11.496,7.299.814,,AS,India,IN,Lakshadweep,IN-LD,LD,Kiltan,0,,,,,,,0,2021-01-25T21:02:40+00:00
341888,IN-0247,heliport,Kishanpura Goyla Heliport,26.476.022,74.519.229,,AS,India,IN,Rajasthan,IN-RJ,RJ,Kishanpura Goyla,0,,,,,,,0,2021-03-09T11:08:25+00:00
341890,IN-0249,heliport,Pushkar Hotel Heliport,26.479.509,74.518.667,,AS,India,IN,Rajasthan,IN-RJ,RJ,Kishanpura Goyla,0,,,,,,,0,2021-03-09T11:10:31+00:00
341986,IN-0275,heliport,Aster Hospital Helipad,10.0445,762.767,14,AS,India,IN,Kerala,IN-KL,KL,Kochi,0,,,,,,,0,2021-03-10T00:00:43+00:00
46572,IN-0049,heliport,Kohima Helipad,25.663.066.666.699.900,941.139.333.333,,AS,India,IN,Nagaland,IN-NL,NL,Kohima,0,,,,,,,0,2010-12-29T19:14:22+00:00
340153,IN-0151,heliport,Ashramam Helipad,889.486,7.659.155,,AS,India,IN,Kerala,IN-KL,KL,Kollam,0,,,,,https://en.wikipedia.org/wiki/Quilon_Aerodrome,"Quilon Aerodrome, Kollam Airport",0,2021-01-25T20:27:36+00:00
341981,IN-0270,heliport,Jatayu-Chipsan Aviation Heliport,8.8634,768.661,478,AS,India,IN,Kerala,IN-KL,KL,Kollam,0,,,,,,,0,2021-03-09T23:52:08+00:00
341898,IN-0251,heliport,HAL Heliport,2.621.757,81.817.293,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Korwa,0,,,,,,,0,2021-03-09T11:50:27+00:00
340169,IN-0165,heliport,Koteshwara Heliport,1.359.634,7.471.365,,AS,India,IN,Karnataka,IN-KA,KA,Koteshwara,0,,,,,,,0,2021-01-25T21:16:07+00:00
341975,IN-0264,heliport,Kottayam Police Heliport,9.5911,765.337,128,AS,India,IN,Kerala,IN-KL,KL,Kottayam,0,,,,,,,0,2021-03-09T23:33:32+00:00
508629,IN-0368,closed,Jabua Airstrip,22.780.522,74.561.697,1200,AS,India,IN,Madhya Pradesh,IN-MP,MP,Kundla,0,,,,,,,0,2023-05-16T18:53:40+00:00
340141,IN-0140,heliport,ECR Heliport,1.277.042,8.024.574,,AS,India,IN,Tamil Nadu,IN-TN,TN,Kunnakkadu,0,,,,,,,0,2021-01-25T19:51:00+00:00
341748,IN-0189,heliport,SAP Camp Helipad,1.582.762,78.022.942,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Kurnool,0,,,,,,,0,2021-03-08T10:39:50+00:00
347143,IN-0292,heliport,Hut Bay Heliport,1.060.307,9.253.432,10,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Kwate-tu-kwage (Hut Bay),0,,,,,,,0,2021-08-20T16:46:59+00:00
347144,IN-0293,seaplane_base,Hut Bay Seaplane Base,1.058.975,9.255.899,,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Kwate-tu-kwage (Hut Bay),0,,,,,,,0,2021-08-20T16:46:30+00:00
347140,IN-0289,heliport,Neil Island Heliport,1.184.177,9.301.838,23,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Lakshmanpur,0,,,,,,,0,2021-08-20T16:30:18+00:00
341914,IN-0258,heliport,ACC Heliport,21.940.413,80.047.809,,AS,India,IN,Madhya Pradesh,IN-MP,MP,Lalbarra,0,,,,,,,0,2021-03-09T13:17:18+00:00
46282,IN-0016,closed,Ledo Airfield,27.302.441,95.737.031,,AS,India,IN,Assam,IN-AS,AS,Ledo,0,,,,,https://en.wikipedia.org/wiki/Ledo_Airfield,,0,2022-09-15T11:18:46+00:00
42717,IN-0004,heliport,Leh Heliport,34.129.295,77.537.205,10682,AS,India,IN,Ladakh,IN-LA,LA,Leh,0,,,,,,,0,2022-09-19T14:20:55+00:00
46552,IN-0029,heliport,Sethlun Heliport,22.868.383,927.633,,AS,India,IN,Mizoram,IN-MZ,MZ,Lunglei,0,,,,,,,0,2021-03-09T09:42:14+00:00
317981,IN-0098,heliport,Maithon Heliport,23.785,867.935,529,AS,India,IN,Jharkhand,IN-JH,JH,Maithon,0,,,,,,Gogna Colony,0,2016-05-20T12:01:00+00:00
341838,IN-0236,heliport,Luangpawl Heliport,23.894.013,92.497.234,,AS,India,IN,Mizoram,IN-MZ,MZ,Mamit,0,,,,,,,0,2021-03-09T09:12:22+00:00
342200,IN-0282,heliport,Man Heliport,3.385.732,7.852.398,14127,AS,India,IN,Ladakh,IN-LA,LA,Man,0,,,,,,,0,2022-09-19T14:19:41+00:00
340149,IN-0147,heliport,INS Parundu Heliport,928.061,7.913.578,,AS,India,IN,Tamil Nadu,IN-TN,TN,Mandapam,0,,,,,,,0,2021-01-25T20:12:13+00:00
340143,IN-0142,heliport,AVC Polytechnic College Heliport,11.103.012,79.692.989,,AS,India,IN,Tamil Nadu,IN-TN,TN,Mannampandal,0,,,,,,,0,2021-01-25T19:54:35+00:00
341972,IN-0261,heliport,Chethy Beach Helipad,9.624,762.966,13,AS,India,IN,Kerala,IN-KL,KL,Mararikkulam North,0,,,,,,,0,2021-03-09T23:30:34+00:00
341807,IN-0221,heliport,Daman Heliport,20.433.359,72.849.382,,AS,India,IN,Dadra and Nagar Haveli and Daman and Diu,IN-DH,DH,Marwad,0,,,,,,,0,2021-03-08T16:33:53+00:00
46575,IN-0052,heliport,Mathura Heliport,27.464.233.333.299.900,7.768.241.666.670.000,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Mathura,0,,,,,,,0,2010-12-29T19:18:06+00:00
340170,IN-0166,heliport,Mavalli Helipad,1.410.027,7.450.855,,AS,India,IN,Karnataka,IN-KA,KA,Mavalli,0,,,,,,,0,2021-01-25T21:16:48+00:00
347137,IN-0286,heliport,Mayabunder Heliport,1.291.375,928.976,3,AS,India,IN,Andaman and Nicobar Islands,IN-AN,AN,Mayabunder,0,,,,,,Mayabunder Helicopter Terminal,0,2021-08-20T16:26:19+00:00
429850,IN-0356,heliport,Miao Heliport,27.492.864,96.213.954,,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Miao,0,,,,,,,0,2022-09-15T16:49:10+00:00
46377,IN-0022,heliport,Kunjali Helipad,18.895.273.369,728.084.939.718,,AS,India,IN,Maharashtra,IN-MM,MM,Mimbai,0,,,,,,,0,2010-04-25T19:18:17+00:00
42724,IN-0007,heliport,Minicoy Heliport,827.363,73.022.301,,AS,India,IN,Lakshadweep,IN-LD,LD,Minicoy,0,,,,,,Maliku,0,2021-01-25T21:12:14+00:00
340167,IN-0163,heliport,Minicoy Fire Station Heliport,827.937,7.305.178,,AS,India,IN,Lakshadweep,IN-LD,LD,Minicoy,0,,,,,,,0,2021-01-25T21:11:38+00:00
340139,IN-0138,heliport,Vallur Camp Heliport,132.556,8.027.623,,AS,India,IN,Tamil Nadu,IN-TN,TN,Minjur,0,,,,,,,0,2021-01-25T19:38:13+00:00
341976,IN-0265,heliport,KSEB Heliport,9.7855,768.503,515,AS,India,IN,Kerala,IN-KL,KL,Moolamattom,0,,,,,,,0,2021-03-09T23:36:27+00:00
356111,IN-0327,heliport,Rukling Heliport,316.015,7.843.633,8081,AS,India,IN,Himachal Pradesh,IN-HP,HP,Morang,0,,,,,,,0,2022-08-10T14:40:42+00:00
356120,IN-0333,heliport,Judi Heliport,3.057.862,7.845.075,7232,AS,India,IN,Uttarakhand,IN-UT,UT,Mukhem Renge,0,,,,,,,0,2022-08-10T15:15:16+00:00
